title,size,price,bedrooms,bathrooms
فيلا للبيع في حي الرمال ، الرياض,475.6799679165831,1895102.5614597956,4.0,3.0
فيلا للبيع في شارع المعالي ، حي العقيق ، الرياض,237.0,1550000.0,4.0,5.0
فيلا للبيع في شارع المحاني ، حي الحزم ، الرياض,375.0,1350000.0,5.0,5.0
فيلا للبيع في شارع محمد المقدمي ، حي النفل ، الرياض,625.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض,554.0,1895102.5614597956,5.0,5.0
فيلا للبيع في الرياض,375.0,1220000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,250.0,900000.0,4.0,4.0
فيلا للبيع في الرياض,300.0,900000.0,5.0,4.0
فيلا للبيع في شارع غاف الجوي ، حي العقيق ، الرياض,337.0,1650000.0,4.0,5.0
فيلا للبيع في حي طويق ، الرياض,390.0,1000000.0,3.0,3.0
فيلا للبيع في المملكة العربية السعودية,360.0,900000.0,3.0,4.0
فيلا للبيع في المملكة العربية السعودية,450.0,1900000.0,4.0,5.0
فيلا للبيع في الرياض,350.0,1575000.0,5.0,5.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,270.0,1250000.0,4.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,405.0,1550000.0,4.0,5.0
فيلا للبيع في شارع أبي محمد المقدسي ، الرياض,270.0,1000000.0,4.0,4.449167836374574
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,220.0,830000.0,5.0,5.0
فيلا للبيع في الرياض,360.0,850000.0,3.0,5.0
فيلا للبيع في شارع ، شارع نجم الدين الأيوبي ، الرياض,220.0,820000.0,5.0,5.0
فيلا للبيع في حي الدار البيضاء ، الرياض,312.0,800000.0,5.0,5.0
فيلا للبيع في الرياض,260.0,850000.0,5.0,4.0
فيلا للبيع في شارع النزلة ، حي ظهرة لبن ، الرياض,450.0,1300000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,360.0,1200000.0,5.0,5.0
فيلا للبيع في حي الملقا ، الرياض,600.0,1895102.5614597956,5.0,5.0
فيلا للبيع في حي العوالي ، الرياض,450.0,1350000.0,5.0,5.0
فيلا للبيع في شارع ابن الجزري ، الرياض,410.0,1350000.0,3.0,3.0
فيلا للبيع في شارع ابن الجزري ، الرياض,420.0,1350000.0,3.0,3.0
فيلا للبيع في شارع القرانة ، حي الندى ، الرياض,375.0,2600000.0,5.0,5.0
فيلا للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي العقيق ، الرياض,475.6799679165831,3000000.0,6.0,4.0
فيلا للبيع في الرياض,387.0,1300000.0,5.0,5.0
فيلا للبيع في شارع ابن الجزري ، الرياض,428.0,1350000.0,3.0,3.0
فيلا للبيع في حي الياسمين ، الرياض,375.0,1700000.0,4.0,4.0
فيلا للبيع في شارع وادي الخضارم ، حي الصحافة ، الرياض,320.0,1900000.0,5.0,5.0
فيلا للبيع في شارع عطية السعدي ، حي العوالي ، الرياض,300.0,1200000.0,5.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,444.0,2600000.0,5.0,4.449167836374574
فيلا للبيع في الرياض,387.0,1100000.0,5.0,5.0
فيلا للبيع في طريق الامام سعود بن فيصل ، حي الصحافة ، الرياض,525.0,1895102.5614597956,5.0,4.0
فيلا للبيع في المملكة العربية السعودية,280.0,1400000.0,5.0,4.0
فيلا للبيع في الرياض,240.0,1000000.0,5.0,5.0
فيلا للبيع في الرياض,210.0,1250000.0,5.0,5.0
فيلا للبيع في الرياض,310.0,1150000.0,4.0,4.0
فيلا للبيع في شارع محمد الرياشي ، حي الاندلس ، الرياض,456.0,1000000.0,5.0,5.0
فيلا للبيع في شارع الامير سعود بن عبدالله بن جلوي ، الرياض,300.0,1700000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,325.0,1600000.0,4.0,4.0
فيلا للبيع في شارع معان ، حي حطين ، الرياض,455.0,2400000.0,5.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,375.0,1220000.0,5.0,5.0
فيلا للبيع في حي العوالي ، الرياض,450.0,1350000.0,5.0,5.0
فيلا للبيع في شارع يوسف السلمي ، الرياض,500.0,1920000.0,5.0,5.0
فيلا للبيع في شارع خريص ، حي النفل ، الرياض,288.0,1700000.0,4.0,3.0
فيلا للبيع في الرياض,288.0,1000000.0,3.0,4.0
فيلا للبيع في المملكة العربية السعودية,545.0,2000000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,348.0,1460000.0,4.0,4.0
فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، الرياض,360.0,1150000.0,4.0,3.0
فيلا للبيع في شارع حائل ، حي ظهرة لبن ، الرياض,200.0,720000.0,5.0,4.0
فيلا للبيع في الرياض,458.0,1500000.0,5.0,5.0
فيلا للبيع في الرياض,310.0,1130000.0,4.0,4.0
فيلا للبيع في الرياض,660.0,1750000.0,5.0,5.0
فيلا للبيع في الرياض,660.0,1750000.0,5.0,5.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز ، حي القادسية ، الرياض,372.0,1350000.0,4.70312813314618,4.449167836374574
فيلا للبيع في حي الرمال ، الرياض,372.0,1150000.0,4.0,3.0
فيلا للبيع في الرياض,458.0,1500000.0,5.0,5.0
فيلا للبيع في شارع عشيرة ، حي بدر ، الرياض,475.6799679165831,3000000.0,5.0,5.0
فيلا للبيع في شارع عشيرة ، حي بدر ، الرياض,420.0,1100000.0,4.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,250.0,980000.0,4.0,5.0
فيلا للبيع في المملكة العربية السعودية,375.0,1700000.0,4.70312813314618,5.0
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض,270.0,880000.0,6.0,4.0
فيلا للبيع في شارع رقم 378 ، الرياض,400.0,2250000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,300.0,900000.0,5.0,5.0
فيلا للبيع في شارع عبدالله المويس ، حي الرمال ، الرياض,427.0,1250000.0,4.0,5.0
فيلا للبيع في شارع رقم 392 ، الرياض,400.0,2900000.0,5.0,5.0
فيلا للبيع في الرياض,235.0,980000.0,5.0,5.0
فيلا للبيع في الرياض,382.0,1950000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,360.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,330.0,810000.0,6.0,3.0
فيلا للبيع في الرياض,250.0,1180000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,427.0,1250000.0,4.70312813314618,5.0
فيلا للبيع في شارع المحيط ، حي النظيم ، الرياض,352.0,1250000.0,3.0,3.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,250.0,830000.0,5.0,4.0
فيلا للبيع في شارع المدانة ، حي الصحافة ، الرياض,462.0,2700000.0,4.70312813314618,5.0
فيلا للبيع في شارع بريدة ، حي الصحافة ، الرياض,387.0,1800000.0,4.0,5.0
فيلا للبيع في حي العزيزية ، الرياض,422.0,1350000.0,5.0,5.0
فيلا للبيع في شارع اسامة بن زيد ، حي النسيم الغربي ، الرياض,420.0,1200000.0,6.0,4.0
فيلا للبيع في شارع محمد المنصوري ، الرياض,360.0,1900000.0,4.0,4.0
فيلا للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي قرطبة ، الرياض,360.0,1750000.0,6.0,4.0
فيلا للبيع في حي مطار الملك خالد الدولي ، الرياض,225.0,880000.0,4.0,4.0
فيلا للبيع في حي العزيزية ، الرياض,462.0,1300000.0,5.0,5.0
فيلا للبيع في شارع الامير ناصر بن سعود بن فرحان ال سعود ، حي الصحافة ، الرياض,331.0,1800000.0,6.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,250.0,820000.0,5.0,5.0
فيلا للبيع في حي الملقا ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع الضحياء ، حي الخليج ، الرياض,420.0,1250000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,380.0,1250000.0,4.0,4.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,435.0,1680000.0,4.0,3.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,375.0,1050000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,315.0,1250000.0,5.0,5.0
فيلا للبيع في الرياض,450.0,1450000.0,5.0,4.0
فيلا للبيع في شارع 196 ، الرياض,666.0,1895102.5614597956,6.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,300.0,1700000.0,4.0,4.0
فيلا للبيع في شارع نويعمه ، حي اليرموك ، الرياض,325.0,1350000.0,3.0,4.0
فيلا للبيع في الرياض,360.0,1150000.0,4.0,3.0
فيلا للبيع في شارع عبدالرحمن بن ابراهيم ، الرياض,315.0,1250000.0,5.0,5.0
فيلا للبيع في طريق صلبوخ ، حي حطين ، الرياض,489.0,2550000.0,5.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,390.0,1350000.0,3.0,3.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,450.0,2500000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,300.0,930000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,360.0,1200000.0,4.0,5.0
فيلا للبيع في طريق الإمام عبدالله بن سعود بن عبدالعزيز الفرعي ، حي القادسية ، الرياض,406.0,1600000.0,3.0,5.0
فيلا للبيع في الرياض,450.0,1330000.0,5.0,5.0
فيلا للبيع في حي الملقا ، الرياض,600.0,1895102.5614597956,5.0,5.0
فيلا للبيع في الرياض,405.0,1100000.0,5.0,3.0
فيلا للبيع في الرياض,200.0,800000.0,5.0,5.0
فيلا للبيع في شارع وادي الباطن ، حي العريجاء الغربية ، الرياض,400.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,220.0,820000.0,5.0,5.0
فيلا للبيع في الرياض,363.0,1150000.0,5.0,4.0
فيلا للبيع في حي الرمال ، الرياض,235.0,935000.0,5.0,5.0
فيلا للبيع في الرياض,200.0,1150000.0,5.0,5.0
فيلا للبيع في شارع وادي الانيعم ، حي اليمامة ، الرياض,200.0,300000.0,4.0,4.0
فيلا للبيع في الرياض,220.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,330.0,1900000.0,4.0,4.0
فيلا للبيع في الرياض,310.0,1100000.0,4.0,4.0
فيلا للبيع في الرياض,450.0,980000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,450.0,1400000.0,4.70312813314618,5.0
فيلا للبيع في شارع ابن ابي عروبة ، حي بدر ، الرياض,348.0,900000.0,5.0,5.0
فيلا للبيع في طريق الجنادرية ، حي الشرق ، الرياض,435.0,980000.0,5.0,4.0
فيلا للبيع في حي حطين ، الرياض,600.0,1895102.5614597956,6.0,5.0
فيلا للبيع في طريق الأمير محمد بن سعد بن عبدالعزيز ، الرياض,501.0,2500000.0,5.0,5.0
فيلا للبيع في الرياض,375.0,1700000.0,5.0,4.0
فيلا للبيع في طريق الامير عبدالرحمن بن سعود ، الرياض,360.0,1170000.0,5.0,5.0
فيلا للبيع في الرياض,370.0,930000.0,5.0,4.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,312.0,2300000.0,4.0,3.0
فيلا للبيع في شارع سلطانه ، الرياض,350.0,1300000.0,4.0,4.449167836374574
فيلا للبيع في شارع سدير ، حي السويدي ، الرياض,400.0,1100000.0,5.0,5.0
فيلا للبيع في حي الملقا ، الرياض,537.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع جبل باطن ، حي بدر ، الرياض,370.0,840000.0,5.0,3.0
فيلا للبيع في حي الدار البيضاء ، الرياض,312.0,850000.0,5.0,3.0
فيلا للبيع في شارع ابن قيم الجوزية ، حي الملز ، الرياض,618.0,900000.0,4.70312813314618,4.449167836374574
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,820000.0,4.0,3.0
فيلا للبيع في شارع الأمير سلمان بن محمد بن سعود ، حي الصحافة ، الرياض,525.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الملك عبدالعزيز ، الرياض,300.0,1500000.0,4.0,3.0
فيلا للبيع في المملكة العربية السعودية,375.0,1500000.0,5.0,5.0
فيلا للبيع في شارع السليمانية ، حي حطين ، الرياض,532.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع عثمان المقاتلي ، الرياض,360.0,1650000.0,3.0,4.0
فيلا للبيع في حي القيروان ، الرياض,312.0,2200000.0,5.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,450.0,1300000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,300.0,1200000.0,4.0,4.0
فيلا للبيع في شارع محمد رشيد رضا ، حي العزيزية ، الرياض,462.0,1300000.0,5.0,4.0
فيلا للبيع في حي الياسمين ، الرياض,350.0,1600000.0,5.0,4.0
فيلا للبيع في شارع رقم 335 ، الرياض,500.0,1895102.5614597956,5.0,5.0
فيلا للبيع في الرياض,420.0,1350000.0,5.0,5.0
فيلا للبيع في شارع خالد بن الوليد ، حي الشهداء ، الرياض,350.0,1500000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,600.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع الكوفه ، حي الرمال ، الرياض,372.0,1180000.0,4.0,5.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,351.0,1600000.0,3.0,3.0
فيلا للبيع في المملكة العربية السعودية,413.0,1750000.0,3.0,3.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,351.0,1600000.0,3.0,3.0
فيلا للبيع في حي حطين ، الرياض,312.0,2000000.0,4.0,5.0
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، الرياض,475.6799679165831,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في حي العزيزية ، الرياض,312.0,830000.0,5.0,3.0
فيلا للبيع في الرياض,540.0,3000000.0,4.70312813314618,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,300.0,900000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,340.0,1130000.0,4.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,242.0,850000.0,5.0,5.0
فيلا للبيع في شارع وادي الشعبة ، حي بدر ، الرياض,405.0,870000.0,3.0,3.0
فيلا للبيع في شارع سعد بن معاذ ، الرياض,375.0,1200000.0,5.0,5.0
فيلا للبيع في حي ظهرة لبن ، الرياض,450.0,1400000.0,4.0,3.0
فيلا للبيع في الرياض,372.0,1160000.0,5.0,5.0
فيلا للبيع في شارع الضالع ، حي الخليج ، الرياض,337.0,1250000.0,5.0,5.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,300.0,1500000.0,5.0,5.0
فيلا للبيع في شارع غنيمة ، حي حطين ، الرياض,405.0,2650000.0,5.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,300.0,1050000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,270.0,1400000.0,4.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,251.0,850000.0,5.0,4.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,375.0,850000.0,3.0,3.0
فيلا للبيع في حي القادسية ، الرياض,372.0,1350000.0,5.0,4.449167836374574
فيلا للبيع في الرياض,360.0,1200000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,475.6799679165831,2850000.0,4.70312813314618,5.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,360.0,1200000.0,5.0,3.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,450.0,2000000.0,4.0,5.0
فيلا للبيع في الرياض,220.0,850000.0,5.0,5.0
فيلا للبيع في شارع ريحانة بنت زيد ، حي الشفا ، الرياض,450.0,1400000.0,4.0,3.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,360.0,1900000.0,5.0,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,300.0,880000.0,6.0,5.0
فيلا للبيع في شارع علي البجادي ، الرياض,360.0,1150000.0,4.70312813314618,5.0
فيلا للبيع في المملكة العربية السعودية,250.0,880000.0,4.0,3.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,820000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,360.0,1200000.0,5.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,880000.0,4.70312813314618,5.0
فيلا للبيع في حي ديراب ، الرياض,250.0,820000.0,4.0,3.0
فيلا للبيع في حي الملقا ، الرياض,450.0,2800000.0,5.0,5.0
فيلا للبيع في حي ديراب ، الرياض,375.0,880000.0,3.0,3.0
فيلا للبيع في حي الياسمين ، الرياض,494.0,1895102.5614597956,4.0,5.0
فيلا للبيع في شارع القنطرة ، حي الحزم ، الرياض,360.0,1050000.0,4.0,5.0
فيلا للبيع في الرياض,390.0,1300000.0,4.0,5.0
فيلا للبيع في شارع نجم الدين الأيوبي ، الرياض,505.0,1000000.0,3.0,4.0
فيلا للبيع في حي المونسية ، الرياض,300.0,1300000.0,5.0,5.0
فيلا للبيع في الرياض,300.0,110000.0,4.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,495.0,2850000.0,5.0,3.0
فيلا للبيع في حي الحزم ، الرياض,312.0,950000.0,5.0,5.0
فيلا للبيع في شارع المواسمة ، حي ظهرة لبن ، الرياض,450.0,1350000.0,4.0,3.0
فيلا للبيع في حي الحزم ، الرياض,312.0,950000.0,5.0,5.0
فيلا للبيع في حي المونسية ، الرياض,360.0,1500000.0,4.0,3.0
فيلا للبيع في شارع مصياف ، حي اشبيلية ، الرياض,351.0,1700000.0,4.0,4.0
فيلا للبيع في الرياض,450.0,1400000.0,5.0,5.0
فيلا للبيع في المملكة العربية السعودية,292.0,1350000.0,4.0,5.0
فيلا للبيع في طريق الدمام الفرعي ، حي المونسية ، الرياض,360.0,1400000.0,4.70312813314618,4.449167836374574
فيلا للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي المونسية ، الرياض,204.0,1100000.0,4.0,4.449167836374574
فيلا للبيع في شارع الرافده ، حي طويق ، الرياض,300.0,930000.0,4.0,4.0
فيلا للبيع في حي الرمال ، الرياض,387.0,1200000.0,5.0,5.0
فيلا للبيع في الرياض,312.0,1050000.0,4.0,5.0
فيلا للبيع في شارع ارجوان ، الرياض,630.0,1895102.5614597956,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,384.0,1380000.0,4.0,4.0
فيلا للبيع في حي القادسية ، الرياض,372.0,1350000.0,4.0,3.0
فيلا للبيع في حي المونسية ، الرياض,342.0,1500000.0,4.0,3.0
فيلا للبيع في الرياض,200.0,800000.0,5.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,360.0,1070000.0,5.0,5.0
فيلا للبيع في حي العزيزية ، الرياض,520.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,300.0,1600000.0,5.0,4.0
فيلا للبيع في حي طويق ، الرياض,455.0,1060000.0,3.0,4.0
فيلا للبيع في حي النرجس ، الرياض,250.0,1500000.0,4.0,4.0
فيلا للبيع في شارع الاشعاب ، الرياض,475.6799679165831,1895102.5614597956,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,360.0,1400000.0,4.0,5.0
فيلا للبيع في الرياض,450.0,1350000.0,3.0,3.0
فيلا للبيع في شارع القطينه ، حي الندى ، الرياض,420.0,2300000.0,5.0,3.0
فيلا للبيع في حي الياسمين ، الرياض,364.0,2000000.0,5.0,4.449167836374574
فيلا للبيع في حي عكاظ ، الرياض,390.0,1100000.0,4.70312813314618,5.0
فيلا للبيع في حي العارض ، الرياض,270.0,1400000.0,5.0,4.0
فيلا للبيع في حي العزيزية ، الرياض,300.0,1000000.0,5.0,5.0
فيلا للبيع في الرياض,507.0,1000000.0,3.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,375.0,1220000.0,5.0,5.0
فيلا للبيع في حي عكاظ ، الرياض,360.0,1130000.0,5.0,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,375.0,930000.0,5.0,5.0
فيلا للبيع في الرياض,360.0,1400000.0,5.0,5.0
فيلا للبيع في حي القادسية ، الرياض,360.0,1400000.0,5.0,5.0
فيلا للبيع في طريق الصحابة ، حي المونسية ، الرياض,221.0,1100000.0,6.0,5.0
فيلا للبيع في شارع الكندوف ، حي الحزم ، الرياض,270.0,900000.0,5.0,5.0
فيلا للبيع في شارع الخليفة المأمون ، حي بدر ، الرياض,325.0,950000.0,5.0,5.0
فيلا للبيع في الرياض,185.0,750000.0,5.0,4.0
فيلا للبيع في شارع نجم الدين الأيوبي الفرعي ، الرياض,312.0,1150000.0,4.0,4.0
فيلا للبيع في حي الحزم ، الرياض,325.0,1050000.0,4.0,5.0
فيلا للبيع في طريق السيل الكبير ، الرياض,200.0,850000.0,3.0,5.0
فيلا للبيع في حي القادسية ، الرياض,384.0,1280000.0,3.0,5.0
فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض,405.0,1250000.0,5.0,5.0
فيلا للبيع في الرياض,450.0,1400000.0,4.0,4.0
فيلا للبيع في الرياض,450.0,1700000.0,5.0,5.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,475.6799679165831,1895102.5614597956,5.0,4.0
فيلا للبيع في الرياض,450.0,1350000.0,5.0,5.0
فيلا للبيع في حي الرمال ، الرياض,412.0,1280000.0,4.0,4.0
فيلا للبيع في شارع عائش بن الصامت بن دريد ، حي العوالي ، الرياض,420.0,1250000.0,5.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,300.0,950000.0,6.0,5.0
فيلا للبيع في شارع احمد بن الخطاب ، الرياض,312.0,1130000.0,6.0,5.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض,502.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق أنس ابن مالك ، الرياض,554.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق الأمير تركي بن عبدالعزيز الأول ، حي الملقا ، الرياض,502.0,3000000.0,5.0,5.0
فيلا للبيع في حي مطار الملك خالد الدولي ، الرياض,404.0,800000.0,5.0,3.0
فيلا للبيع في الرياض,532.0,1895102.5614597956,6.0,5.0
فيلا للبيع في الرياض,450.0,1450000.0,5.0,5.0
فيلا للبيع في الرياض,425.0,1750000.0,4.70312813314618,5.0
فيلا للبيع في شارع واصل ، حي ظهرة لبن ، الرياض,450.0,1450000.0,6.0,4.0
فيلا للبيع في شارع الامام مسلم ، حي بدر ، الرياض,230.0,900000.0,5.0,3.0
فيلا للبيع في شارع المثنى بن حارثة ، حي الشفا ، الرياض,475.6799679165831,1000000.0,5.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,375.0,1900000.0,4.0,4.0
فيلا للبيع في الرياض,310.0,1100010.0,4.0,5.0
فيلا للبيع في الرياض,600.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع وادي مارب ، حي الدار البيضاء ، الرياض,375.0,1100000.0,5.0,3.0
فيلا للبيع في شارع علي بن شيبان ، حي العوالي ، الرياض,360.0,1200000.0,3.0,5.0
فيلا للبيع في حي المونسية ، الرياض,375.0,1350000.0,5.0,5.0
فيلا للبيع في الرياض,360.0,1400000.0,3.0,4.0
فيلا للبيع في شارع رقم 283 ، الرياض,375.0,2100000.0,5.0,5.0
فيلا للبيع في شارع ريحانه بنت زيد ، الرياض,395.0,1650000.0,4.0,5.0
فيلا للبيع في شارع مباركة بنت عبدالقادر الطبرية ، الرياض,351.0,1600000.0,3.0,3.0
فيلا للبيع في الرياض,360.0,1380000.0,4.70312813314618,4.449167836374574
فيلا للبيع في حي الرمال ، الرياض,325.0,1150000.0,4.70312813314618,5.0
فيلا للبيع في طريق الأمير محمد بن سلمان بن عبدالعزيز ، حي قرطبة ، الرياض,360.0,1750000.0,4.70312813314618,4.449167836374574
فيلا للبيع في شارع يافا ، حي قرطبة ، الرياض,360.0,1600000.0,4.0,5.0
فيلا للبيع في الرياض,500.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق عثمان بن عفان ، الرياض,220.0,1200000.0,4.0,4.449167836374574
فيلا للبيع في الرياض,450.0,1850000.0,3.0,4.0
فيلا للبيع في الرياض,440.0,1895102.5614597956,4.70312813314618,5.0
فيلا للبيع في الرياض,372.0,1170000.0,4.0,4.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,360.0,1140000.0,3.0,5.0
فيلا للبيع في حي الملقا ، الرياض,670.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق عثمان بن عفان ، الرياض,341.0,1550000.0,3.0,4.449167836374574
فيلا للبيع في حي القيروان ، الرياض,375.0,2100000.0,4.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,390.0,1500000.0,4.0,3.0
فيلا للبيع في الرياض,230.0,1150000.0,4.0,3.0
فيلا للبيع في المملكة العربية السعودية,554.0,1895102.5614597956,5.0,4.0
فيلا للبيع في المملكة العربية السعودية,475.6799679165831,2900000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,325.0,1600000.0,4.0,5.0
فيلا للبيع في شارع دجلة ، حي الصحافة ، الرياض,475.6799679165831,1895102.5614597956,4.0,5.0
فيلا للبيع في حي الملقا ، الرياض,515.0,1895102.5614597956,5.0,5.0
فيلا للبيع في حي الياسمين ، الرياض,495.0,2850000.0,5.0,5.0
فيلا للبيع في حي غرناطة ، الرياض,625.0,2200000.0,4.70312813314618,5.0
فيلا للبيع في الرياض,360.0,1200000.0,5.0,4.0
فيلا للبيع في شارع علي البجادي ، الرياض,360.0,1350000.0,3.0,4.0
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض,520.0,1600000.0,4.70312813314618,5.0
فيلا للبيع في حي القادسية ، الرياض,384.0,1290000.0,3.0,4.0
فيلا للبيع في حي الرمال ، الرياض,360.0,1200000.0,4.0,4.0
فيلا للبيع في شارع الطائف ، حي ظهرة لبن ، الرياض,512.0,1500000.0,4.70312813314618,5.0
فيلا للبيع في حي حطين ، الرياض,455.0,2400000.0,5.0,5.0
فيلا للبيع في شارع ابي محمد بن مالك ، حي الاندلس ، الرياض,475.6799679165831,2400000.0,5.0,5.0
فيلا للبيع في حي طويق ، الرياض,360.0,1150000.0,5.0,5.0
فيلا للبيع في الرياض,450.0,1650000.0,4.0,4.0
فيلا للبيع في طريق ابي بكر الصديق ، الرياض,300.0,1800000.0,6.0,5.0
فيلا للبيع في شارع الصحابة ، حي اليرموك ، الرياض,625.0,1700000.0,5.0,5.0
فيلا للبيع في شارع السمح بن مالك ، حي الاسكان ، الرياض,400.0,400000.0,5.0,3.0
فيلا للبيع في حي عكاظ ، الرياض,312.0,1150000.0,5.0,4.0
فيلا للبيع في الرياض,425.0,1720000.0,4.0,3.0
فيلا للبيع في الرياض,375.0,1150000.0,4.70312813314618,5.0
فيلا للبيع في حي الجزيرة ، الرياض,484.0,1400000.0,5.0,3.0
فيلا للبيع في شارع ينبع ، حي النهضة ، الرياض,375.0,1400000.0,5.0,5.0
فيلا للبيع في حي القيروان ، الرياض,540.0,1895102.5614597956,5.0,5.0
فيلا للبيع في طريق العزيزية ، حي الدار البيضاء ، الرياض,375.0,1130000.0,5.0,3.0
فيلا للبيع في الرياض,665.0,1895102.5614597956,5.0,5.0
فيلا للبيع في شارع نجم الدين الايوبي ، الرياض,375.0,1075000.0,5.0,4.0
فيلا للبيع في الرياض,230.0,1200000.0,4.0,5.0
فيلا للبيع في الرياض,360.0,1600000.0,5.0,5.0
فيلا للبيع في حي القيروان ، الرياض,312.0,1750000.0,5.0,5.0
