time_duration,neighborhood
0 days 13:00:00,المونسية
7 days 00:00:00,البيضاء
0 days 12:00:00,الملقا
91 days 06:00:00,طويق
30 days 10:00:00,البيضاء
7 days 00:00:00,الرمال
1 days 00:00:00,الربوة
14 days 00:00:00,الجنادرية
1 days 00:00:00,القيروان
0 days 07:00:00,الغدير
14 days 00:00:00,المهدية
30 days 10:00:00,طويق
4 days 00:00:00,الملقا
60 days 20:00:00,طويق
7 days 00:00:00,المونسية
0 days 19:00:00,طويق
30 days 10:00:00,طويق
60 days 20:00:00,الجنادرية
4 days 00:00:00,طويق
2 days 00:00:00,الملقا
0 days 11:00:00,الياسمين
0 days 05:00:00,طويق
5 days 00:00:00,البيضاء
0 days 11:00:00,الملقا
7 days 00:00:00,طويق
2 days 00:00:00,الرمال
7 days 00:00:00,حطين
91 days 06:00:00,طويق
14 days 00:00:00,النرجس
4 days 00:00:00,طويق
2 days 00:00:00,فيصل
1 days 00:00:00,طويق
1 days 00:00:00,العارض
0 days 09:00:00,الشرق
0 days 05:00:00,الياسمين
6 days 00:00:00,المهدية
0 days 11:00:00,المونسية
7 days 00:00:00,الرمال
2 days 00:00:00,العقيق
1 days 00:00:00,الروضة
7 days 00:00:00,الياسمين
0 days 11:00:00,العارض
7 days 00:00:00,الرمال
0 days 12:00:00,العارض
60 days 20:00:00,المهدية
4 days 00:00:00,طويق
6 days 00:00:00,العارض
60 days 20:00:00,الياسمين
0 days 03:00:00,العارض
30 days 10:00:00,المهدية
0 days 04:00:00,العارض
91 days 06:00:00,الملقا
1 days 00:00:00,السعادة
0 days 06:00:00,السعادة
0 days 03:00:00,العارض
0 days 05:00:00,طويق
7 days 00:00:00,القادسية
7 days 00:00:00,المونسية
7 days 00:00:00,النرجس
1 days 00:00:00,الياسمين
0 days 13:00:00,طويق
0 days 04:00:00,العارض
2 days 00:00:00,لبن
0 days 06:00:00,الملقا
0 days 12:00:00,العليا
0 days 09:00:00,طويق
1 days 00:00:00,المونسية
21 days 00:00:00,المهدية
0 days 06:00:00,الياسمين
7 days 00:00:00,الملقا
21 days 00:00:00,عليشة
0 days 03:00:00,الاندلس
0 days 07:00:00,الرمال
0 days 07:00:00,الشرق
0 days 09:00:00,النخيل
6 days 00:00:00,المهدية
60 days 20:00:00,الرمال
0 days 10:00:00,طويق
0 days 07:00:00,العارض
0 days 13:00:00,بدر
7 days 00:00:00,الدولي
14 days 00:00:00,حطين
60 days 20:00:00,العزيزية
91 days 06:00:00,الرمال
4 days 00:00:00,طويق
6 days 00:00:00,الجنادرية
7 days 00:00:00,حطين
30 days 10:00:00,الحزم
30 days 10:00:00,طويق
60 days 20:00:00,الجنادرية
30 days 10:00:00,النرجس
0 days 10:00:00,طويق
0 days 09:00:00,الشرقي
3 days 00:00:00,الملقا
0 days 03:00:00,الملقا
7 days 00:00:00,المهدية
3 days 00:00:00,طويق
1 days 00:00:00,الملقا
7 days 00:00:00,الغربي
0 days 12:00:00,الملقا
7 days 00:00:00,الجنادرية
7 days 00:00:00,طويق
7 days 00:00:00,النرجس
7 days 00:00:00,طويق
21 days 00:00:00,طويق
5 days 00:00:00,الرمال
30 days 10:00:00,طويق
1 days 00:00:00,طويق
1 days 00:00:00,العارض
60 days 20:00:00,الجنادرية
0 days 13:00:00,ديراب
21 days 00:00:00,الملقا
21 days 00:00:00,طويق
4 days 00:00:00,المهدية
1 days 00:00:00,لبن
0 days 11:00:00,الياسمين
21 days 00:00:00,المونسية
0 days 23:00:00,الصحافة
7 days 00:00:00,طويق
0 days 21:00:00,النرجس
0 days 07:00:00,الحزم
0 days 05:00:00,الياسمين
0 days 12:00:00,الروضة
0 days 12:00:00,طويق
91 days 06:00:00,طويق
0 days 10:00:00,طويق
21 days 00:00:00,طويق
21 days 00:00:00,الجنادرية
0 days 23:00:00,العارض
0 days 00:11:00,القدس
1 days 00:00:00,الشفا
30 days 10:00:00,طويق
1 days 00:00:00,النرجس
91 days 06:00:00,المهدية
6 days 00:00:00,المهدية
3 days 00:00:00,الملقا
30 days 10:00:00,المهدية
0 days 05:00:00,الخزامى
30 days 10:00:00,المهدية
0 days 19:00:00,طويق
21 days 00:00:00,قرطبة
4 days 00:00:00,المهدية
4 days 00:00:00,المونسية
14 days 00:00:00,العارض
2 days 00:00:00,الرمال
1 days 00:00:00,طويق
0 days 15:00:00,الرمال
91 days 06:00:00,الجنادرية
3 days 00:00:00,طويق
0 days 04:00:00,الخزامى
30 days 10:00:00,المهدية
0 days 05:00:00,طويق
0 days 06:00:00,النرجس
14 days 00:00:00,العزيزية
0 days 06:00:00,الرمال
0 days 07:00:00,طويق
3 days 00:00:00,الفيحاء
0 days 12:00:00,طويق
1 days 00:00:00,اليرموك
3 days 00:00:00,النرجس
7 days 00:00:00,العارض
3 days 00:00:00,الشهداء
0 days 08:00:00,حطين
1 days 00:00:00,نمار
1 days 00:00:00,الغربي
4 days 00:00:00,العارض
14 days 00:00:00,الشفا
7 days 00:00:00,الياسمين
4 days 00:00:00,نمار
60 days 20:00:00,المهدية
0 days 12:00:00,العارض
21 days 00:00:00,طويق
60 days 20:00:00,القادسية
1 days 00:00:00,العارض
0 days 21:00:00,الملقا
0 days 16:00:00,الاندلس
0 days 04:00:00,حطين
30 days 10:00:00,الغربية
6 days 00:00:00,العقيق
6 days 00:00:00,طويق
0 days 06:00:00,حطين
14 days 00:00:00,العارض
60 days 20:00:00,طويق
4 days 00:00:00,الخليج
0 days 03:00:00,الروضة
14 days 00:00:00,اليرموك
0 days 07:00:00,المهدية
0 days 13:00:00,الروابي
3 days 00:00:00,نمار
3 days 00:00:00,المونسية
2 days 00:00:00,العارض
0 days 19:00:00,طويق
1 days 00:00:00,العارض
60 days 20:00:00,الرمال
0 days 05:00:00,النرجس
0 days 08:00:00,نمار
0 days 04:00:00,النرجس
1 days 00:00:00,المهدية
30 days 10:00:00,الحزم
0 days 06:00:00,الياسمين
14 days 00:00:00,الرمال
3 days 00:00:00,الشرقي
0 days 05:00:00,الرمال
1 days 00:00:00,طويق
0 days 22:00:00,المروج
1 days 00:00:00,السلام
91 days 06:00:00,الرمال
0 days 00:01:00,النخيل
0 days 05:00:00,طويق
6 days 00:00:00,النرجس
1 days 00:00:00,النرجس
14 days 00:00:00,طويق
91 days 06:00:00,النرجس
0 days 04:00:00,الملقا
2 days 00:00:00,المونسية
3 days 00:00:00,البديعة
1 days 00:00:00,العارض
3 days 00:00:00,طويق
1 days 00:00:00,طويق
0 days 07:00:00,المهدية
91 days 06:00:00,الرمال
0 days 19:00:00,الملقا
14 days 00:00:00,العارض
91 days 06:00:00,الرمال
0 days 22:00:00,طويق
0 days 01:00:00,نمار
3 days 00:00:00,العارض
30 days 10:00:00,المونسية
91 days 06:00:00,عكاظ
7 days 00:00:00,الشرق
28 days 00:00:00,الجنادرية
7 days 00:00:00,الندى
91 days 06:00:00,نمار
0 days 09:00:00,الملقا
14 days 00:00:00,الشرق
2 days 00:00:00,طويق
6 days 00:00:00,الندى
2 days 00:00:00,الربوة
3 days 00:00:00,الحزم
2 days 00:00:00,الجنادرية
7 days 00:00:00,اشبيلية
30 days 10:00:00,القيروان
2 days 00:00:00,الرمال
60 days 20:00:00,طويق
0 days 19:00:00,طويق
4 days 00:00:00,الياسمين
0 days 05:00:00,الحزم
3 days 00:00:00,السعادة
7 days 00:00:00,الغربية
1 days 00:00:00,طويق
7 days 00:00:00,القيروان
4 days 00:00:00,طويق
2 days 00:00:00,القيروان
7 days 00:00:00,قرطبة
0 days 15:00:00,حطين
1 days 00:00:00,الفيحاء
0 days 07:00:00,المهدية
0 days 21:00:00,الياسمين
0 days 05:00:00,طويق
7 days 00:00:00,السعادة
0 days 07:00:00,الملقا
2 days 00:00:00,الرمال
0 days 08:00:00,طويق
14 days 00:00:00,الجنادرية
14 days 00:00:00,العارض
7 days 00:00:00,الندى
0 days 10:00:00,طويق
28 days 00:00:00,حطين
14 days 00:00:00,العقيق
30 days 10:00:00,طويق
3 days 00:00:00,الرمال
0 days 23:00:00,الرمال
0 days 07:00:00,الملقا
0 days 08:00:00,الملقا
6 days 00:00:00,نمار
0 days 19:00:00,طويق
6 days 00:00:00,الصحافة
7 days 00:00:00,القادسية
6 days 00:00:00,النرجس
28 days 00:00:00,المهدية
30 days 10:00:00,الرمال
2 days 00:00:00,المونسية
0 days 06:00:00,المهدية
7 days 00:00:00,نمار
0 days 12:00:00,طويق
0 days 03:00:00,الغربي
1 days 00:00:00,الصحافة
0 days 22:00:00,الياسمين
0 days 06:00:00,قرطبة
2 days 00:00:00,النرجس
0 days 13:00:00,عكاظ
30 days 10:00:00,طويق
7 days 00:00:00,النظيم
3 days 00:00:00,الجنادرية
28 days 00:00:00,البيضاء
0 days 04:00:00,القيروان
0 days 06:00:00,الرمال
0 days 06:00:00,النخيل
2 days 00:00:00,الملقا
0 days 04:00:00,الواحة
0 days 01:00:00,الملقا
1 days 00:00:00,طويق
4 days 00:00:00,الملقا
3 days 00:00:00,الغربي
60 days 20:00:00,المونسية
0 days 21:00:00,قرطبة
7 days 00:00:00,الرمال
6 days 00:00:00,الملقا
60 days 20:00:00,الرمال
0 days 22:00:00,الملقا
1 days 00:00:00,حطين
0 days 19:00:00,طويق
3 days 00:00:00,القيروان
1 days 00:00:00,القيروان
30 days 10:00:00,طويق
28 days 00:00:00,العارض
30 days 10:00:00,الياسمين
7 days 00:00:00,الغربي
21 days 00:00:00,العارض
30 days 10:00:00,الرمال
0 days 04:00:00,الياسمين
0 days 07:00:00,العارض
30 days 10:00:00,الجنادرية
0 days 07:00:00,طويق
3 days 00:00:00,الملقا
30 days 10:00:00,طويق
0 days 05:00:00,طويق
0 days 10:00:00,طويق
0 days 00:36:00,النرجس
60 days 20:00:00,المهدية
0 days 06:00:00,الرمال
3 days 00:00:00,طويق
1 days 00:00:00,النرجس
0 days 10:00:00,طويق
1 days 00:00:00,طويق
30 days 10:00:00,طويق
0 days 07:00:00,الندى
30 days 10:00:00,طويق
1 days 00:00:00,طويق
21 days 00:00:00,العارض
7 days 00:00:00,الرمال
2 days 00:00:00,الملقا
60 days 20:00:00,البيضاء
0 days 09:00:00,طويق
1 days 00:00:00,الملقا
1 days 00:00:00,البيضاء
30 days 10:00:00,العزيزية
0 days 06:00:00,العارض
3 days 00:00:00,الغربي
91 days 06:00:00,المونسية
30 days 10:00:00,الجنادرية
5 days 00:00:00,النخيل
30 days 10:00:00,الحزم
1 days 00:00:00,السليمانية
14 days 00:00:00,النفل
0 days 10:00:00,الملقا
1 days 00:00:00,الخزامى
0 days 05:00:00,طويق
2 days 00:00:00,طويق
1 days 00:00:00,الملقا
1 days 00:00:00,الملقا
0 days 12:00:00,المونسية
0 days 11:00:00,النرجس
6 days 00:00:00,نمار
7 days 00:00:00,الملقا
7 days 00:00:00,الجنادرية
0 days 05:00:00,الرمال
3 days 00:00:00,الغربي
3 days 00:00:00,المهدية
30 days 10:00:00,الرمال
2 days 00:00:00,الجنادرية
1 days 00:00:00,طويق
1 days 00:00:00,طويق
0 days 22:00:00,النرجس
7 days 00:00:00,العارض
3 days 00:00:00,الجنادرية
14 days 00:00:00,النرجس
60 days 20:00:00,السويدي
0 days 07:00:00,العارض
7 days 00:00:00,الرمال
60 days 20:00:00,العارض
1 days 00:00:00,العارض
2 days 00:00:00,طويق
21 days 00:00:00,قرطبة
0 days 06:00:00,طويق
2 days 00:00:00,الياسمين
30 days 10:00:00,الرمال
0 days 06:00:00,العارض
0 days 06:00:00,الرمال
7 days 00:00:00,المونسية
3 days 00:00:00,طويق
0 days 12:00:00,الياسمين
2 days 00:00:00,طويق
0 days 11:00:00,العارض
1 days 00:00:00,العارض
0 days 04:00:00,الندى
7 days 00:00:00,الربيع
14 days 00:00:00,فهد
6 days 00:00:00,الملقا
1 days 00:00:00,طويق
0 days 09:00:00,طويق
14 days 00:00:00,طويق
0 days 07:00:00,العارض
60 days 20:00:00,طويق
30 days 10:00:00,طويق
30 days 10:00:00,قرطبة
30 days 10:00:00,طويق
0 days 21:00:00,النهضة
0 days 07:00:00,طويق
30 days 10:00:00,الرمال
1 days 00:00:00,النرجس
0 days 03:00:00,بدر
7 days 00:00:00,طويق
2 days 00:00:00,طويق
6 days 00:00:00,بنبان
2 days 00:00:00,الملقا
7 days 00:00:00,لبن
3 days 00:00:00,العارض
3 days 00:00:00,النرجس
2 days 00:00:00,العارض
0 days 01:00:00,البيضاء
14 days 00:00:00,الرمال
30 days 10:00:00,العارض
21 days 00:00:00,الرمال
0 days 09:00:00,نمار
0 days 03:00:00,عكاظ
91 days 06:00:00,الجنادرية
2 days 00:00:00,المونسية
0 days 07:00:00,حطين
0 days 05:00:00,طويق
0 days 02:00:00,القيروان
5 days 00:00:00,الروضة
0 days 10:00:00,القيروان
0 days 11:00:00,المهدية
21 days 00:00:00,طويق
7 days 00:00:00,المهدية
7 days 00:00:00,العارض
2 days 00:00:00,الياسمين
14 days 00:00:00,لبن
7 days 00:00:00,المهدية
28 days 00:00:00,الرمال
30 days 10:00:00,القادسية
1 days 00:00:00,طويق
1 days 00:00:00,طويق
1 days 00:00:00,طويق
0 days 11:00:00,الواحة
0 days 07:00:00,الملقا
0 days 19:00:00,طويق
60 days 20:00:00,طويق
7 days 00:00:00,الجزيرة
3 days 00:00:00,النرجس
1 days 00:00:00,النخيل
5 days 00:00:00,الوسطى
91 days 06:00:00,الجنادرية
21 days 00:00:00,طويق
30 days 10:00:00,الرمال
0 days 00:01:00,العارض
1 days 00:00:00,البيضاء
7 days 00:00:00,طويق
2 days 00:00:00,طويق
14 days 00:00:00,طويق
0 days 12:00:00,طويق
0 days 11:00:00,السعادة
91 days 06:00:00,الحزم
0 days 00:02:00,الياسمين
4 days 00:00:00,الورود
1 days 00:00:00,طويق
91 days 06:00:00,حطين
0 days 06:00:00,الملقا
7 days 00:00:00,الرمال
21 days 00:00:00,أحد
30 days 10:00:00,العزيزية
6 days 00:00:00,الخليج
4 days 00:00:00,الملقا
3 days 00:00:00,طويق
30 days 10:00:00,ديراب
30 days 10:00:00,القيروان
0 days 12:00:00,حطين
30 days 10:00:00,النرجس
14 days 00:00:00,النرجس
14 days 00:00:00,العزيزية
1 days 00:00:00,طويق
0 days 01:00:00,العليا
0 days 07:00:00,النرجس
2 days 00:00:00,الرمال
6 days 00:00:00,طويق
30 days 10:00:00,الشرقي
0 days 06:00:00,المونسية
0 days 06:00:00,القيروان
0 days 19:00:00,الملقا
7 days 00:00:00,الرمال
91 days 06:00:00,القيروان
0 days 04:00:00,العارض
0 days 12:00:00,الملقا
0 days 05:00:00,ديراب
5 days 00:00:00,طويق
2 days 00:00:00,المهدية
2 days 00:00:00,المونسية
4 days 00:00:00,العارض
7 days 00:00:00,ديراب
0 days 07:00:00,النرجس
7 days 00:00:00,القيروان
0 days 21:00:00,الملقا
0 days 09:00:00,طويق
30 days 10:00:00,العارض
7 days 00:00:00,الياسمين
0 days 19:00:00,طويق
0 days 09:00:00,النرجس
0 days 12:00:00,طويق
7 days 00:00:00,الملقا
0 days 03:00:00,النرجس
2 days 00:00:00,العارض
2 days 00:00:00,العليا
0 days 06:00:00,الملقا
6 days 00:00:00,الياسمين
2 days 00:00:00,العارض
0 days 07:00:00,الملقا
60 days 20:00:00,طويق
14 days 00:00:00,لبن
4 days 00:00:00,الملقا
0 days 03:00:00,الرمال
30 days 10:00:00,طويق
14 days 00:00:00,الملقا
91 days 06:00:00,طويق
0 days 09:00:00,طويق
21 days 00:00:00,نمار
0 days 06:00:00,العارض
0 days 11:00:00,الملقا
30 days 10:00:00,طويق
5 days 00:00:00,لبن
30 days 10:00:00,المونسية
30 days 10:00:00,الملقا
1 days 00:00:00,طويق
6 days 00:00:00,العقيق
0 days 22:00:00,العارض
30 days 10:00:00,طويق
0 days 19:00:00,الياسمين
0 days 10:00:00,طويق
21 days 00:00:00,المونسية
1 days 00:00:00,الملقا
2 days 00:00:00,طويق
30 days 10:00:00,طويق
60 days 20:00:00,طويق
1 days 00:00:00,النخيل
2 days 00:00:00,الرمال
0 days 06:00:00,الياسمين
0 days 08:00:00,لبن
2 days 00:00:00,عرقة
30 days 10:00:00,الجنادرية
7 days 00:00:00,طويق
0 days 07:00:00,النفل
3 days 00:00:00,الياسمين
0 days 05:00:00,الملقا
7 days 00:00:00,النفل
0 days 07:00:00,الياسمين
21 days 00:00:00,الحزم
60 days 20:00:00,الملقا
0 days 07:00:00,الشرق
0 days 04:00:00,الياسمين
30 days 10:00:00,المهدية
0 days 19:00:00,طويق
0 days 06:00:00,المونسية
3 days 00:00:00,المهدية
30 days 10:00:00,المونسية
1 days 00:00:00,طويق
30 days 10:00:00,النرجس
1 days 00:00:00,طويق
60 days 20:00:00,الملقا
1 days 00:00:00,القيروان
0 days 19:00:00,طويق
0 days 07:00:00,الملقا
60 days 20:00:00,طويق
30 days 10:00:00,المهدية
7 days 00:00:00,العزيزية
0 days 09:00:00,طويق
0 days 06:00:00,المعيزلة
7 days 00:00:00,طويق
0 days 07:00:00,الرمال
1 days 00:00:00,الربيع
3 days 00:00:00,النظيم
0 days 06:00:00,النرجس
0 days 07:00:00,العارض
30 days 10:00:00,طويق
14 days 00:00:00,الربوة
60 days 20:00:00,طويق
1 days 00:00:00,المونسية
0 days 10:00:00,طويق
0 days 10:00:00,طويق
6 days 00:00:00,القادسية
1 days 00:00:00,طويق
30 days 10:00:00,الملقا
4 days 00:00:00,الياسمين
1 days 00:00:00,النرجس
0 days 09:00:00,السعادة
0 days 07:00:00,المعيزلة
14 days 00:00:00,الربيع
0 days 14:00:00,النرجس
3 days 00:00:00,الخليج
3 days 00:00:00,المونسية
3 days 00:00:00,العارض
0 days 19:00:00,الحزم
0 days 01:00:00,الملقا
60 days 20:00:00,الرمال
1 days 00:00:00,طويق
7 days 00:00:00,الروضة
0 days 12:00:00,طويق
3 days 00:00:00,الملقا
6 days 00:00:00,الملقا
0 days 07:00:00,الشرق
7 days 00:00:00,البيضاء
1 days 00:00:00,طويق
6 days 00:00:00,المهدية
21 days 00:00:00,العارض
0 days 10:00:00,طويق
7 days 00:00:00,الورود
30 days 10:00:00,النرجس
